title,venue,description,url,Participatory,Quirky,DatingFunVibe,KidFriendly,TotalScore,Tag,PickForNewsletter
COMEDY BAR’S HOT MIC Tickets,Cabaret,"Get ready for the hottest night of the week at Comedy Bar’s Hot Mic - where exciting, emerging talent take the stage to sizzle with fresh, fiery comedy. Our pro host ignites the laughter, and our rising stars turn up the heat by serving up the funniest punchlines in town. Plus, don’t forget to add your name to the bucket to join the laughter on stage! Don’t miss the comedy hot spot every Tuesday at 8:30pm in Comedy Bar Danforth’s sizzling Studio Theatre! 🔥🎤
*Must enter name in bucket by 8:30pm.
ACCESSIBILITY
Comedy Bar Danforth is an accessible venue with an elevator to basement level. Accessible washrooms are located on both levels.
The use of smoke machines and strobe, flashing lights or lasers may occur during performances.",https://comedybar.ca/shows/comedy-bars-hot-mic?ev=2025-08-12T20%3A30%3A00,8.0,7,7,2,24,,
The Muslim Girl Show Tickets,Cabaret,"The Muslim girl show was created August 2023! This is the second anniversary of the show, right where the it started at this very comedy bar. Come join Sagal Ali as she goes to through her life journey through comedy with her opening act Desiree Walsh and host Zara Rahman. Join us for 1hr of A Muslim friendly, Women friendly, Comedy show open for EVERYONE to watch!!!!
$23 online, $25 at the door
VENUE INFORMATION AVAILABLE
HERE",https://comedybar.ca/shows/The-Muslim-Girl-Show?ev=2025-08-13T19%3A00%3A00,2.0,6,5,3,16,,
Gaspare Randazzo Tickets,Cabaret,"Gaspare Randazzo is a NYC high school teacher in his 13th year in the classroom. When he’s not in the classroom, you can find Gaspare doing Stand Up Comedy all around the country where he talks about his life as a teacher and his experiences dealing with students from all walks of life. In addition to stand up comedy and teaching, Gaspare recently starred in the Netflix show “The Trust” and co-hosts “The Social Studies Podcast” along with Joe Dombrowski. You can find him on all social media platforms at StandUpRandazzo.
ACCESSIBILITY
Comedy Bar Danforth is an accessible venue with an elevator to basement level. Accessible washrooms are located on both levels.
The use of smoke machines and strobe, flashing lights or lasers may occur during performances.",https://comedybar.ca/shows/gaspare-randazzo?ev=2025-08-14T19%3A00%3A00,2.0,7,5,1,15,,
The Match Tickets,Cabaret,"Spend your Friday night right with  ""THE MATCH""! Watch as dynamic pairs of improvisers team up to create unforgettable scenes on the spot! Quick wit, bold choices, and pure comedy GOLD, this is a match you won't want to miss!
VENUE INFORMATION AVAILABLE
HERE",https://comedybar.ca/shows/The-Match?ev=2025-08-15T20%3A00%3A00,5.0,8,7,4,24,,
After Hours with Ryan Belleville Tickets,Cabaret,"Ryan Belleville and Comedy Bar are proud to collaborate on a first attempt at an all-new late-night show in Canada! Be a part of this special taping featuring Ryan Belleville, one-man house band Mark Edwards and very special guests.
VENUE INFORMATION AVAILABLE
HERE",https://comedybar.ca/shows/after-hours-with-ryan-belleville?ev=2025-08-16T16%3A00%3A00,6.0,7,5,3,21,,
Shuler King Tickets,Cabaret,"Comedian Shuler King was born Frank Williams III in Sumter, South Carolina. He knew at an early age that he was destined to be an entertainer especially since he was the kid known for cracking jokes. King grew up in a traditional 2-parent household in the Bible Belt of the South, where Faith, Hard Work and Education were the foundations of what his parents imparted on him and his two siblings.
Comedy is his passion, but he has taken a rather unusual path to get to where he is thus far. He graduated from the University of South Carolina with a B.A. in Media Arts where he joined The Mighty Illustrious Zeta Zeta Chapter of Omega Psi Phi Fraternity, Incorporated.  In 2013 he graduated from Gupton Jones Mortuary College with a degree in Mortuary Science. When he isn’t on the road performing at comedy clubs and special events across the country, King works as a licensed funeral director and embalmer in Georgia and South Carolina at his family’s funeral business in South Carolina. He wants to keep his family’s business and legacy alive. He’s probably the only Comedian/Funeral Director on the comedy circuit.
King has opened for some of the most notable and talented comedians and comediennes in the industry.  He credits his parents strict yet loving upbringing, his harsh surroundings growing up and the state of the country today with giving him his comedic style, which he describes as RAW.  King says “Comedy isn’t about being happy all the time. Comedy is just as much about pain that people endure.  When you hear 20,000 people in an arena laugh at a joke it’s because they all can relate to experiencing that same pain”. His comedy career began while he was a Freshman in college, after he took the stage for the very first time at the NCO Club on a military base and the rest is history. King is one of the most energetic rising comedians in the business.
Although the comedy business can be very tough and filled with ups and downs, King credits his unwavering Faith in God as the calming force in his life which keeps him pushing forward. His hilarious videos he posts on his social media have quickly become fan favorites. His recent video post about Donald Trump went viral and was even played on a UK television show. The future is definitely bright for King.
Curious about the different ticket types? This show uses
THIS SEATING PLAN
PLEASE NOTE:
Shows marked 'Special Event' may be excluded from our refund policy; in which case all sales are final.
ACCESSIBILITY
Comedy Bar Danforth is an accessible venue with an elevator to basement level. Accessible washrooms are located on both levels.
The use of smoke machines and strobe, flashing lights or lasers may occur during performances.",https://comedybar.ca/shows/shuler-king?ev=2025-08-10T19%3A00%3A00,2.0,8,6,1,17,,
The Perfect Heist Tickets,Cabaret,"""Witness this rag tag crew of comedians turned crooks as they improvise  an entirely new heist movie for your eyes only. Using your suggestions  they’ll develop an elaborate plan and pull off The Perfect Heist!”
Starring:
Alex Bondesen
Andrew Pearson
Connor Edwards
Kara Austria
Kent Penaranda
Miho Suzuki
Mitch Graw
Ren-David Dimen
Saba Akhtar
Victoria Schupp
Produced by Kent Penaranda and Connor Edwards
$10 online, $15 at the door.
VENUE INFORMATION AVAILABLE
HERE",https://comedybar.ca/shows/The-Perfect-Heist?ev=2025-08-12T20%3A30%3A00,8.0,9,7,3,27,,
STUDIO WEDNESDAYS Tickets,Cabaret,"Experience the magic and hilarity of Scenic improv with ""The Scene"" every Wednesday night in the Studio Theatre. New characters, scenarios and laughs every show all inspired by your suggestions!
Then catch one of Comedy Bar's freshest and funniest improv teams deliver their own unique and hilarious style of longform improv. You'll wanna catch these rising stars of comedy NOW, before they all get Netflix specials and become mega famous!
Finally, indulge in absolute comedy chaos with The Variety Jim-Jam, a bucket-style improv & stand-up jam for ALL, no experience necessary! Finally, a 3-4-1 comedy night and your chance to jump onstage and join in on the fun!
*Must enter name into bucket by 8:30pm to play in the Jim-Jam!
ACCESSIBILITY
Comedy Bar Danforth is an accessible venue with an elevator to basement level. Accessible washrooms are located on both levels.
The use of smoke machines and strobe, flashing lights or lasers may occur during performances.",https://comedybar.ca/shows/studio-wednesdays?ev=2025-08-13T20%3A30%3A00,9.0,8,7,2,26,,
DEVON WALKER Tickets,Cabaret,"Devon Walker is a stand-up, actor and writer who is best known as a current cast member on Saturday Night Live. Previously, Devon wrote for the Freeform series, Everything’s Trash starring Phoebe Robinson and the Netflix animated series Big Mouth. Originally from Austin, and now based in New York, Devon has been featured on Comedy Central, Don’t Tell Comedy, and Vulture.
Curious about the different ticket types? This show uses
THIS SEATING PLAN
PLEASE NOTE:
Shows marked 'Special Event' may be excluded from our refund policy; in which case all sales are final.
ACCESSIBILITY
Comedy Bar Danforth is an accessible venue with an elevator to basement level. Accessible washrooms are located on both levels.
The use of smoke machines and strobe, flashing lights or lasers may occur during performances.",https://comedybar.ca/shows/devon-walker?ev=2025-08-15T21%3A00%3A00,2.0,7,6,3,18,,
Monty Franklin - ‘Is That Your Mate’ 2025 World Tour Tickets,Cabaret,"After sell out shows across Australia, America and Europe in 2024 with the ‘Yeah Nah’ Tour, Monty Franklin returns in 2025 with a brand new show, ‘Is That Your Mate’. Coming to over 70 cities in the USA, Canada, UK, Europe, Asia, New Zealand and Australia in his biggest tour yet.
Monty Franklin is an Australian born stand-up comedian and actor based in Los Angeles. He has toured over 40 states of the US, performing to over 1 million Americans. Monty also tours with Rob Schneider, Joe Rogan and John Cleese.
Monty’s online videos pointing out the ‘perils’ of being an Australian living in America have massed over 1 billion views. Monty was on Ep #1794 of The Joe Rogan Experience and is currently appearing in 'Real Rob' on NETFLIX, seasons 1 & 2.
He has had roles on 'New Girl' - FOX, 'Becoming Bond' - Hulu. Monty performs in Los Angeles as a regular at the The Improv Comedy Clubs, The Laugh Factory and he was the first Australian to have their name added to the wall of the The Comedy Store in Hollywood.
Monty is currently set to star in his first feature film that he co-wrote with Rob Schneider and John Cleese, THE GREAT EMU WAR, filming in Australia in 2026.
Also starring Schneider, Cleese, Rhys Darby and Jim Jefferies.
‘Go see this man from DOWNUNDER, he’s absolutely killing it UP OVER - Rob Schneider
’The only MONTY worthy of attaching a PYTHON to’ - John Cleese
ACCESSIBILITY
Comedy Bar Danforth is an accessible venue with an elevator to basement level. Accessible washrooms are located on both levels.
The use of smoke machines and strobe, flashing lights or lasers may occur during performances.",https://comedybar.ca/shows/monty-franklin---is-that-your-mate-2025-world-tour?ev=2025-08-16T19%3A00%3A00,2.0,7,6,3,18,,
STUDIO SUNDAYS Tickets,Cabaret,"Three sets, one night, limitless laughter!
Start your night with ""THE MATCH!"" featuring dynamic duos teaming up to create unforgettable, fully improvised scenes on the spot!
Then treat yourself to the quick-wit and fast funny of the Short Form Improv comedy extravaganza, GAME NIGHT!
Then get ready for BIG SHINY MADE UP TUNES- where musical comedy never sounded so good!
And if you're feeling REALLY fun, stick around and indulge in absolute musical comedy chaos with The Musical Jim-Jam, a bucket-style musical improv jam for ALL, no experience necessary! Finally, a 3-4-1 comedy night AND your chance to jump on stage and join in on the fun!
*Must enter name into bucket by 7:30pm to play in the jam!
ACCESSIBILITY
Comedy Bar Danforth is an accessible venue with an elevator to basement level. Accessible washrooms are located on both levels.
The use of smoke machines and strobe, flashing lights or lasers may occur during performances.",https://comedybar.ca/shows/studio-sundays?ev=2025-08-10T19%3A30%3A00,9.0,8,7,3,27,,
